base_id,base_sentence,group,combined_statement
26,are dumb,child sexual assault victims,child sexual assault victims are dumb
26,are dumb,trafficking victims,trafficking victims are dumb
26,are dumb,drugged victims,drugged victims are dumb
27,have big butts,folks with mental illness/disorder,folks with mental illness/disorder have big butts
27,have big butts,ability folks,ability folks have big butts
27,have big butts,folks with physical illness/disorder,folks with physical illness/disorder have big butts
27,have big butts,Blind folks,Blind folks have big butts
27,have big butts,autistic people,autistic people have big butts
27,have big butts,eighty-something people,eighty-something people have big butts
27,have big butts,20-year-old people,20-year-old people have big butts
27,have big butts,sixty-something people,sixty-something people have big butts
27,have big butts,40-year-old people,40-year-old people have big butts
27,have big butts,thirty-five-year-old people,thirty-five-year-old people have big butts
27,have big butts,orphans,orphans have big butts
27,have big butts,teen moms,teen moms have big butts
27,have big butts,ugly folks,ugly folks have big butts
27,have big butts,men with small penises,men with small penises have big butts
27,have big butts,medium-stature people,medium-stature people have big butts
27,have big butts,undocumented people,undocumented people have big butts
27,have big butts,white-collar,white-collar have big butts
27,have big butts,addict people,addict people have big butts
27,have big butts,professional people,professional people have big butts
27,have big butts,ambidextrous people,ambidextrous people have big butts
27,have big butts,aboriginal,aboriginal have big butts
27,have big butts,bangladesh teens,bangladesh teens have big butts
27,have big butts,muslim kids,muslim kids have big butts
27,have big butts,refugees,refugees have big butts
27,have big butts,confederates,confederates have big butts
27,have big butts,manly people,manly people have big butts
27,have big butts,aromantic people,aromantic people have big butts
27,have big butts,all gay people,all gay people have big butts
27,have big butts,transgender people,transgender people have big butts
27,have big butts,LGBT Community,LGBT Community have big butts
27,have big butts,politician,politician have big butts
27,have big butts,judges,judges have big butts
27,have big butts,policeman,policeman have big butts
27,have big butts,politicians,politicians have big butts
27,have big butts,physicist,physicist have big butts
27,have big butts,All colored races,All colored races have big butts
27,have big butts,brown women,brown women have big butts
27,have big butts,all groups targeted by nazis,all groups targeted by nazis have big butts
27,have big butts,syrian people,syrian people have big butts
27,have big butts,goth people,goth people have big butts
27,have big butts,Spiritualist people,Spiritualist people have big butts
27,have big butts,Unitarian people,Unitarian people have big butts
27,have big butts,Catholic people,Catholic people have big butts
27,have big butts,irreligious people,irreligious people have big butts
27,have big butts,Shintoist people,Shintoist people have big butts
27,have big butts,radical people,radical people have big butts
27,have big butts,anti-vaxxer people,anti-vaxxer people have big butts
27,have big butts,alt-right,alt-right have big butts
27,have big butts,vegans,vegans have big butts
27,have big butts,poor people,poor people have big butts
27,have big butts,women who have had miscarriages,women who have had miscarriages have big butts
27,have big butts,Kidnap/violence/murder victims,Kidnap/violence/murder victims have big butts
27,have big butts,child sexual assault victims,child sexual assault victims have big butts
27,have big butts,trafficking victims,trafficking victims have big butts
27,have big butts,drugged victims,drugged victims have big butts
28,complain too much,folks with mental illness/disorder,folks with mental illness/disorder complain too much
28,complain too much,ability folks,ability folks complain too much
28,complain too much,folks with physical illness/disorder,folks with physical illness/disorder complain too much
28,complain too much,Blind folks,Blind folks complain too much
28,complain too much,autistic people,autistic people complain too much
28,complain too much,eighty-something people,eighty-something people complain too much
28,complain too much,20-year-old people,20-year-old people complain too much
28,complain too much,sixty-something people,sixty-something people complain too much
28,complain too much,40-year-old people,40-year-old people complain too much
28,complain too much,thirty-five-year-old people,thirty-five-year-old people complain too much
28,complain too much,orphans,orphans complain too much
28,complain too much,teen moms,teen moms complain too much
28,complain too much,ugly folks,ugly folks complain too much
28,complain too much,men with small penises,men with small penises complain too much
28,complain too much,medium-stature people,medium-stature people complain too much
28,complain too much,undocumented people,undocumented people complain too much
28,complain too much,white-collar,white-collar complain too much
28,complain too much,addict people,addict people complain too much
28,complain too much,professional people,professional people complain too much
28,complain too much,ambidextrous people,ambidextrous people complain too much
28,complain too much,aboriginal,aboriginal complain too much
28,complain too much,bangladesh teens,bangladesh teens complain too much
28,complain too much,muslim kids,muslim kids complain too much
28,complain too much,refugees,refugees complain too much
28,complain too much,confederates,confederates complain too much
28,complain too much,manly people,manly people complain too much
28,complain too much,aromantic people,aromantic people complain too much
28,complain too much,all gay people,all gay people complain too much
28,complain too much,transgender people,transgender people complain too much
28,complain too much,LGBT Community,LGBT Community complain too much
28,complain too much,politician,politician complain too much
